#{"t_start": 1681904220.3123646, "env_id": null}
r,l,t
-123.484781,77,211.523978
-119.3371,81,211.996395
-22.112858,201,212.677769
-121.005619,73,213.254849
-9.044932,201,213.851203
-125.028241,169,214.638762
-131.272738,26,214.664318
-130.795413,32,214.700263
-6.112506,201,215.249802
35.376903,201,215.94441
29.618498,201,216.768711
-127.770557,70,216.837129
-10.979263,201,217.618121
-17.943937,201,218.300175
-116.822554,104,218.400126
-126.87367,53,218.928781
-122.763825,31,218.959076
-30.033053,201,219.596009
-121.500354,58,219.652097
27.262543,201,220.288724
-111.746911,156,220.92831
-127.77139,103,221.426974
-145.662545,179,222.123711
-40.85138,201,222.808182
9.945738,201,223.478491
15.806811,201,224.260036
7.14759,201,224.911479
32.448317,201,225.71611
6.300929,201,226.295799
-125.433527,41,226.932228
-132.120611,36,226.967499
-129.166991,68,227.338107
-120.368203,65,227.400876
11.351673,201,228.054581
-1.422687,201,228.68535
-123.436084,129,229.273961
-129.292792,88,229.856542
27.655769,201,230.544902
-127.933858,44,230.587999
7.882266,201,231.21939
-129.056783,48,231.806338
-2.182078,201,232.435489
-113.576101,73,233.032345
-125.176347,66,233.099998
-115.073596,98,233.583217
6.795761,201,234.344553
-124.176927,66,234.408142
-128.845116,72,234.837443
-116.582705,77,234.91144
0.310877,201,235.589886
4.666243,201,236.245595
-128.628182,110,236.35469
10.276969,201,237.145163
14.271648,201,237.851959
-9.268998,201,238.557579
2.251748,201,239.321731
-134.106976,34,239.355219
-119.172157,101,239.772668
-117.612346,159,240.331827
-131.120359,36,240.367049
-123.031915,140,240.91989
7.631554,201,241.735834
-129.866043,96,242.264712
-128.061996,105,242.817075
-109.612207,139,243.53233
9.241744,201,244.213642
-134.895455,38,244.71311
-69.072504,201,245.430582
-131.356447,88,245.962696
34.812726,201,246.619478
-130.787359,48,247.202428
-123.922169,68,247.268034
-130.257652,46,247.69084
-131.899583,13,247.704326
-0.000868,201,248.33893
-0.971886,201,249.152944
2.746086,201,249.789981
-129.888347,172,250.613614
-124.245544,104,251.152289
-59.973688,201,251.90273
-127.875354,153,252.515363
-133.95606,73,253.091982
-135.875245,97,253.569865
-110.952987,59,253.627166
-126.475941,76,254.038516
-11.064467,201,254.705655
-115.41797,136,255.266281
-131.424221,28,255.836993
-53.647448,201,256.543909
-138.521182,59,257.034396
-125.018461,88,257.123423
-122.476526,59,257.626652
9.772452,201,258.226648
17.470986,201,258.984817
-98.989352,195,259.591546
2.263207,201,260.442789
-133.378098,49,260.490305
-2.146773,201,261.159976
-77.601493,89,261.638238
-5.169115,201,262.303852
-135.786306,58,262.779984
-38.931862,201,263.474694
-118.367905,99,264.039962
10.248543,201,264.73518
19.535877,201,265.479873
4.631658,201,266.189832
-2.568682,201,266.895832
17.949512,201,267.658901
14.032654,201,268.274072
-124.309188,72,268.875463
-121.74124,196,269.550634
-122.776448,87,269.634431
-140.254391,50,270.171934
-123.72445,58,270.228158
-132.854942,66,270.643368
-131.916244,51,270.69264
-132.6631,25,270.717673
-128.952403,59,271.081746
-137.04104,81,271.158928
-18.554461,201,271.894907
-123.241468,120,272.443418
-129.249342,64,272.505362
-128.10894,44,272.900696
-124.465785,71,272.969528
-130.926149,56,273.425851
-126.21759,72,273.494985
-141.980801,52,273.944949
-132.52979,37,273.981074
-132.734892,50,274.030047
-133.692434,81,274.396585
-98.451678,120,274.912718
-135.024483,36,274.947581
-2.585412,201,275.541891
-126.830674,62,275.605602
-123.195503,54,276.017444
-128.942582,142,276.683664
10.92495,201,277.395427
8.672562,201,278.173448
17.440074,201,278.765611
-132.922317,29,279.343025
-123.920733,74,279.414392
-134.151247,64,279.836333
-136.20033,86,279.92293
-116.959483,152,280.624689
